Year,Typ,State,Jurisdiction,Full Jurisdiction,Taps
2011,State,ARIZONA,MARICOPA,"ARIZONA, MARICOPA",21
2011,State,ARIZONA,PIMA,"ARIZONA, PIMA",40
2011,State,CALIFORNIA,BUTTE,"CALIFORNIA, BUTTE",4
2011,State,CALIFORNIA,CONTRA COSTA,"CALIFORNIA, CONTRA COSTA",1
2011,State,CALIFORNIA,IMPERIAL,"CALIFORNIA, IMPERIAL",39
2011,State,CALIFORNIA,KERN,"CALIFORNIA, KERN",8
2011,State,CALIFORNIA,LOS ANGELES,"CALIFORNIA, LOS ANGELES",180
2011,State,CALIFORNIA,MERCED,"CALIFORNIA, MERCED",16
2011,State,CALIFORNIA,ORANGE,"CALIFORNIA, ORANGE",26
2011,State,CALIFORNIA,PLACER,"CALIFORNIA, PLACER",1
2011,State,CALIFORNIA,RIVERSIDE,"CALIFORNIA, RIVERSIDE",154
2011,State,CALIFORNIA,SACRAMENTO,"CALIFORNIA, SACRAMENTO",9
2011,State,CALIFORNIA,SAN BERNARDINO,"CALIFORNIA, SAN BERNARDINO",76
2011,State,CALIFORNIA,SAN DIEGO,"CALIFORNIA, SAN DIEGO",43
2011,State,CALIFORNIA,SAN JOAQUIN,"CALIFORNIA, SAN JOAQUIN",8
2011,State,CALIFORNIA,SAN LUIS OBISPO,"CALIFORNIA, SAN LUIS OBISPO",2
2011,State,CALIFORNIA,SAN MATEO,"CALIFORNIA, SAN MATEO",3
2011,State,CALIFORNIA,SANTA BARBARA,"CALIFORNIA, SANTA BARBARA",11
2011,State,CALIFORNIA,SANTA CLARA,"CALIFORNIA, SANTA CLARA",19
2011,State,CALIFORNIA,SONOMA,"CALIFORNIA, SONOMA",4
2011,State,CALIFORNIA,STANISLAUS,"CALIFORNIA, STANISLAUS",4
2011,State,CALIFORNIA,VENTURA,"CALIFORNIA, VENTURA",22
2011,State,COLORADO,1ST JUDICIAL DISTRICT (JEFFERSON),"COLORADO, 1ST JUDICIAL DISTRICT (JEFFERSON)",4
2011,State,COLORADO,4TH JUDICIAL DISTRICT (EL PASO),"COLORADO, 4TH JUDICIAL DISTRICT (EL PASO)",35
2011,State,COLORADO,10TH JUDICIAL DISTRICT (PUEBLO),"COLORADO, 10TH JUDICIAL DISTRICT (PUEBLO)",15
2011,State,COLORADO,17TH JUDICIAL DISTRICT (ADAMS),"COLORADO, 17TH JUDICIAL DISTRICT (ADAMS)",2
2011,State,COLORADO,18TH JUDICIAL DISTRICT (ARAPAHOE),"COLORADO, 18TH JUDICIAL DISTRICT (ARAPAHOE)",1
2011,State,COLORADO,20TH JUDICIAL DISTRICT (BOULDER),"COLORADO, 20TH JUDICIAL DISTRICT (BOULDER)",2
2011,State,COLORADO,21ST JUDICIAL DISTRICT (MESA),"COLORADO, 21ST JUDICIAL DISTRICT (MESA)",3
2011,State,COLORADO,STATE ATTORNEY GENERAL,"COLORADO, STATE ATTORNEY GENERAL",12
2011,State,FLORIDA,2ND JUDICIAL CIRCUIT (LEON),"FLORIDA, 2ND JUDICIAL CIRCUIT (LEON)",4
2011,State,FLORIDA,4TH JUDICIAL CIRCUIT (DUVAL),"FLORIDA, 4TH JUDICIAL CIRCUIT (DUVAL)",49
2011,State,FLORIDA,5TH JUDICIAL CIRCUIT (LAKE/MARION),"FLORIDA, 5TH JUDICIAL CIRCUIT (LAKE/MARION)",10
2011,State,FLORIDA,7TH JUDICIAL CIRCUIT (VOLUSIA),"FLORIDA, 7TH JUDICIAL CIRCUIT (VOLUSIA)",13
2011,State,FLORIDA,8TH JUDICIAL CIRCUIT (ALACHUA),"FLORIDA, 8TH JUDICIAL CIRCUIT (ALACHUA)",4
2011,State,FLORIDA,9TH JUDICIAL CIRCUIT (ORANGE/OSCEOLA),"FLORIDA, 9TH JUDICIAL CIRCUIT (ORANGE/OSCEOLA)",1
2011,State,FLORIDA,11TH JUDICIAL CIRCUIT (DADE),"FLORIDA, 11TH JUDICIAL CIRCUIT (DADE)",1
2011,State,FLORIDA,18TH JUDICIAL CIRCUIT (BREVARD/SEMINOLE),"FLORIDA, 18TH JUDICIAL CIRCUIT (BREVARD/SEMINOLE)",46
2011,State,FLORIDA,19TH JUDICIAL CIRCUIT (SAINT LUCIE),"FLORIDA, 19TH JUDICIAL CIRCUIT (SAINT LUCIE)",1
2011,State,GEORGIA,AUGUSTA,"GEORGIA, AUGUSTA",2
2011,State,GEORGIA,BIBB,"GEORGIA, BIBB",3
2011,State,GEORGIA,DECATUR,"GEORGIA, DECATUR",1
2011,State,GEORGIA,DOUGLAS,"GEORGIA, DOUGLAS",28
2011,State,GEORGIA,FLINT,"GEORGIA, FLINT",1
2011,State,GEORGIA,GWINNETT,"GEORGIA, GWINNETT",5
2011,State,GEORGIA,HOUSTON,"GEORGIA, HOUSTON",5
2011,State,GEORGIA,MACON,"GEORGIA, MACON",4
2011,State,ILLINOIS,COOK,"ILLINOIS, COOK",39
2011,State,ILLINOIS,LAKE,"ILLINOIS, LAKE",2
2011,State,ILLINOIS,WINNEBAGO,"ILLINOIS, WINNEBAGO",15
2011,State,KANSAS,SALINE,"KANSAS, SALINE",3
2011,State,MARYLAND,BALTIMORE,"MARYLAND, BALTIMORE",22
2011,State,MARYLAND,BALTIMORE CITY,"MARYLAND, BALTIMORE CITY",12
2011,State,MARYLAND,FREDERICK,"MARYLAND, FREDERICK",7
2011,State,MARYLAND,HARFORD,"MARYLAND, HARFORD",25
2011,State,MARYLAND,HOWARD,"MARYLAND, HOWARD",5
2011,State,MARYLAND,ST. MARY’S,"MARYLAND, ST. MARY’S",3
2011,State,MARYLAND,WASHINGTON,"MARYLAND, WASHINGTON",2
2011,State,MARYLAND,WICOMICO,"MARYLAND, WICOMICO",2
2011,State,MASSACHUSETTS,BRISTOL,"MASSACHUSETTS, BRISTOL",1
2011,State,MASSACHUSETTS,STATE ATTORNEY GENERAL,"MASSACHUSETTS, STATE ATTORNEY GENERAL",5
2011,State,MINNESOTA,DAKOTA,"MINNESOTA, DAKOTA",2
2011,State,MISSISSIPPI,GRENADA,"MISSISSIPPI, GRENADA",1
2011,State,MISSISSIPPI,HINDS,"MISSISSIPPI, HINDS",2
2011,State,MISSISSIPPI,MARSHALL,"MISSISSIPPI, MARSHALL",6
2011,State,MISSISSIPPI,NEWTON,"MISSISSIPPI, NEWTON",1
2011,State,MISSISSIPPI,RANKIN,"MISSISSIPPI, RANKIN",5
2011,State,MISSISSIPPI,SCOTT,"MISSISSIPPI, SCOTT",3
2011,State,MISSOURI,ST. LOUIS,"MISSOURI, ST. LOUIS",1
2011,State,NEVADA,CLARK,"NEVADA, CLARK",91
2011,State,NEW JERSEY,ATLANTIC,"NEW JERSEY, ATLANTIC",1
2011,State,NEW JERSEY,BERGEN,"NEW JERSEY, BERGEN",11
2011,State,NEW JERSEY,BURLINGTON,"NEW JERSEY, BURLINGTON",1
2011,State,NEW JERSEY,CAMDEN,"NEW JERSEY, CAMDEN",5
2011,State,NEW JERSEY,CAPE MAY,"NEW JERSEY, CAPE MAY",1
2011,State,NEW JERSEY,CUMBERLAND,"NEW JERSEY, CUMBERLAND",9
2011,State,NEW JERSEY,ESSEX,"NEW JERSEY, ESSEX",6
2011,State,NEW JERSEY,GLOUCESTER,"NEW JERSEY, GLOUCESTER",14
2011,State,NEW JERSEY,HUDSON,"NEW JERSEY, HUDSON",7
2011,State,NEW JERSEY,MERCER,"NEW JERSEY, MERCER",2
2011,State,NEW JERSEY,MIDDLESEX,"NEW JERSEY, MIDDLESEX",4
2011,State,NEW JERSEY,MONMOUTH,"NEW JERSEY, MONMOUTH",7
2011,State,NEW JERSEY,MORRIS,"NEW JERSEY, MORRIS",13
2011,State,NEW JERSEY,OCEAN,"NEW JERSEY, OCEAN",12
2011,State,NEW JERSEY,SOMERSET,"NEW JERSEY, SOMERSET",4
2011,State,NEW JERSEY,STATE ATTORNEY GENERAL,"NEW JERSEY, STATE ATTORNEY GENERAL",23
2011,State,NEW JERSEY,UNION,"NEW JERSEY, UNION",19
2011,State,NEW JERSEY,WARREN,"NEW JERSEY, WARREN",1
2011,State,NEW YORK,BRONX,"NEW YORK, BRONX",30
2011,State,NEW YORK,CLINTON,"NEW YORK, CLINTON",1
2011,State,NEW YORK,KINGS,"NEW YORK, KINGS",5
2011,State,NEW YORK,MONROE,"NEW YORK, MONROE",2
2011,State,NEW YORK,NASSAU,"NEW YORK, NASSAU",1
2011,State,NEW YORK,NY ORGANIZED CRIME TASK FORCE,"NEW YORK, NY ORGANIZED CRIME TASK FORCE",13
2011,State,NEW YORK,NYC SPECIAL NARCOTICS BUREAU,"NEW YORK, NYC SPECIAL NARCOTICS BUREAU",76
2011,State,NEW YORK,ONEIDA,"NEW YORK, ONEIDA",14
2011,State,NEW YORK,QUEENS,"NEW YORK, QUEENS",235
2011,State,NEW YORK,RICHMOND,"NEW YORK, RICHMOND",21
2011,State,NEW YORK,STATE ATTORNEY GENERAL,"NEW YORK, STATE ATTORNEY GENERAL",2
2011,State,NEW YORK,SUFFOLK,"NEW YORK, SUFFOLK",21
2011,State,NEW YORK,TOMPKINS,"NEW YORK, TOMPKINS",2
2011,State,NEW YORK,WESTCHESTER,"NEW YORK, WESTCHESTER",18
2011,State,NORTH CAROLINA,HARNETT,"NORTH CAROLINA, HARNETT",1
2011,State,NORTH CAROLINA,WAKE,"NORTH CAROLINA, WAKE",1
2011,State,NORTH CAROLINA,WAYNE,"NORTH CAROLINA, WAYNE",1
2011,State,OHIO,CUYAHOGA,"OHIO, CUYAHOGA",1
2011,State,OHIO,HAMILTON,"OHIO, HAMILTON",9
2011,State,OHIO,JEFFERSON,"OHIO, JEFFERSON",3
2011,State,OHIO,SENECA,"OHIO, SENECA",1
2011,State,OKLAHOMA,STATE ATTORNEY GENERAL,"OKLAHOMA, STATE ATTORNEY GENERAL",8
2011,State,OREGON,BENTON,"OREGON, BENTON",10
2011,State,OREGON,CLACKAMAS,"OREGON, CLACKAMAS",1
2011,State,PENNSYLVANIA,BERKS,"PENNSYLVANIA, BERKS",6
2011,State,PENNSYLVANIA,CHESTER,"PENNSYLVANIA, CHESTER",8
2011,State,PENNSYLVANIA,LEHIGH,"PENNSYLVANIA, LEHIGH",2
2011,State,PENNSYLVANIA,MONTGOMERY,"PENNSYLVANIA, MONTGOMERY",9
2011,State,PENNSYLVANIA,PHILADELPHIA,"PENNSYLVANIA, PHILADELPHIA",13
2011,State,PENNSYLVANIA,SCHUYLKILL,"PENNSYLVANIA, SCHUYLKILL",5
2011,State,PENNSYLVANIA,STATE ATTORNEY GENERAL,"PENNSYLVANIA, STATE ATTORNEY GENERAL",29
2011,State,TENNESSEE,20TH JUDICIAL DISTRICT (DAVIDSON),"TENNESSEE, 20TH JUDICIAL DISTRICT (DAVIDSON)",23
2011,State,TENNESSEE,30TH JUDICIAL DISTRICT (SHELBY),"TENNESSEE, 30TH JUDICIAL DISTRICT (SHELBY)",14
2011,State,TEXAS,TRAVIS,"TEXAS, TRAVIS",2
2011,State,UTAH,UTAH,"UTAH, UTAH",1
2011,State,VIRGINIA,STATE ATTORNEY GENERAL,"VIRGINIA, STATE ATTORNEY GENERAL",1
2011,State,WYOMING,FREMONT,"WYOMING, FREMONT",4
2011,State,WYOMING,LARAMIE,"WYOMING, LARAMIE",3
2011,State,WYOMING,SWEETWATER,"WYOMING, SWEETWATER",5
2011,Federal,,"Alabama, Middle","Alabama, Middle",4
2011,Federal,,"Alabama, Southern","Alabama, Southern",5
2011,Federal,,Arizona,Arizona,56
2011,Federal,,"Arkansas, Eastern","Arkansas, Eastern",10
2011,Federal,,"California, Central","California, Central",11
2011,Federal,,"California, Eastern","California, Eastern",1
2011,Federal,,"California, Northern","California, Northern",4
2011,Federal,,"California, Southern","California, Southern",20
2011,Federal,,Colorado,Colorado,10
2011,Federal,,Connecticut,Connecticut,2
2011,Federal,,Delaware,Delaware,2
2011,Federal,,District of Columbia,District of Columbia,18
2011,Federal,,"Florida, Middle","Florida, Middle",18
2011,Federal,,"Florida, Southern","Florida, Southern",11
2011,Federal,,"Georgia, Middle","Georgia, Middle",1
2011,Federal,,"Georgia, Northern","Georgia, Northern",20
2011,Federal,,Hawaii,Hawaii,1
2011,Federal,,"Illinois, Central","Illinois, Central",2
2011,Federal,,"Illinois, Northern","Illinois, Northern",67
2011,Federal,,"Illinois, Southern","Illinois, Southern",4
2011,Federal,,"Indiana, Northern","Indiana, Northern",19
2011,Federal,,"Indiana, Southern","Indiana, Southern",33
2011,Federal,,"Iowa, Northern","Iowa, Northern",3
2011,Federal,,"Iowa, Southern","Iowa, Southern",3
2011,Federal,,Kansas,Kansas,22
2011,Federal,,"Kentucky, Eastern","Kentucky, Eastern",3
2011,Federal,,"Kentucky, Western","Kentucky, Western",4
2011,Federal,,"Louisiana, Eastern","Louisiana, Eastern",3
2011,Federal,,"Louisiana, Middle","Louisiana, Middle",3
2011,Federal,,"Louisiana, Western","Louisiana, Western",2
2011,Federal,,Maine,Maine,6
2011,Federal,,Maryland,Maryland,24
2011,Federal,,Massachusetts,Massachusetts,9
2011,Federal,,"Michigan, Eastern","Michigan, Eastern",3
2011,Federal,,"Michigan, Western","Michigan, Western",1
2011,Federal,,Minnesota,Minnesota,7
2011,Federal,,"Mississippi, Northern","Mississippi, Northern",2
2011,Federal,,"Mississippi, Southern","Mississippi, Southern",5
2011,Federal,,"Missouri, Eastern","Missouri, Eastern",17
2011,Federal,,"Missouri, Western","Missouri, Western",6
2011,Federal,,Nebaska,Nebaska,3
2011,Federal,,Nevada,Nevada,7
2011,Federal,,New Jersey,New Jersey,19
2011,Federal,,"New York, Eastern","New York, Eastern",5
2011,Federal,,"New York, Northern","New York, Northern",5
2011,Federal,,"New York, Southern","New York, Southern",22
2011,Federal,,"New York, Western","New York, Western",8
2011,Federal,,"North Carolina, Eastern","North Carolina, Eastern",3
2011,Federal,,"North Carolina, Middle","North Carolina, Middle",4
2011,Federal,,"North Carolina, Western","North Carolina, Western",3
2011,Federal,,"Ohio, Northern","Ohio, Northern",5
2011,Federal,,Oregon,Oregon,6
2011,Federal,,"Pennsylvania, Eastern","Pennsylvania, Eastern",12
2011,Federal,,"Pennsylvania, Middle","Pennsylvania, Middle",1
2011,Federal,,"Pennsylvania, Western","Pennsylvania, Western",14
2011,Federal,,Puerto Rico,Puerto Rico,4
2011,Federal,,Rhode Island,Rhode Island,1
2011,Federal,,South Carolina,South Carolina,2
2011,Federal,,"Tennessee, Eastern","Tennessee, Eastern",2
2011,Federal,,"Tennessee, Middle","Tennessee, Middle",12
2011,Federal,,"Texas, Eastern","Texas, Eastern",5
2011,Federal,,"Texas, Northern","Texas, Northern",17
2011,Federal,,"Texas, Southern","Texas, Southern",36
2011,Federal,,"Texas, Western","Texas, Western",97
2011,Federal,,Utah,Utah,4
2011,Federal,,Virgin Islands,Virgin Islands,1
2011,Federal,,"Virginia, Eastern","Virginia, Eastern",18
2011,Federal,,"Washington, Eastern","Washington, Eastern",8
2011,Federal,,"Washington, Western","Washington, Western",25
2011,Federal,,Wyoming,Wyoming,1
2010,State,ARIZONA,MARICOPA,"ARIZONA, MARICOPA",15
2010,State,ARIZONA,PIMA,"ARIZONA, PIMA",13
2010,State,CALIFORNIA,IMPERIAL,"CALIFORNIA, IMPERIAL",17
2010,State,CALIFORNIA,KERN,"CALIFORNIA, KERN",13
2010,State,CALIFORNIA,LOS ANGELES,"CALIFORNIA, LOS ANGELES",206
2010,State,CALIFORNIA,MERCED,"CALIFORNIA, MERCED",2
2010,State,CALIFORNIA,MONTEREY,"CALIFORNIA, MONTEREY",12
2010,State,CALIFORNIA,ORANGE,"CALIFORNIA, ORANGE",37
2010,State,CALIFORNIA,RIVERSIDE,"CALIFORNIA, RIVERSIDE",74
2010,State,CALIFORNIA,SACRAMENTO,"CALIFORNIA, SACRAMENTO",31
2010,State,CALIFORNIA,SAN BERNARDINO,"CALIFORNIA, SAN BERNARDINO",116
2010,State,CALIFORNIA,SAN DIEGO,"CALIFORNIA, SAN DIEGO",77
2010,State,CALIFORNIA,SAN JOAQUIN,"CALIFORNIA, SAN JOAQUIN",4
2010,State,CALIFORNIA,SAN MATEO,"CALIFORNIA, SAN MATEO",3
2010,State,CALIFORNIA,SANTA BARBARA,"CALIFORNIA, SANTA BARBARA",19
2010,State,CALIFORNIA,SANTA CLARA,"CALIFORNIA, SANTA CLARA",5
2010,State,CALIFORNIA,SONOMA,"CALIFORNIA, SONOMA",1
2010,State,CALIFORNIA,STANISLAUS,"CALIFORNIA, STANISLAUS",14
2010,State,CALIFORNIA,SUTTER,"CALIFORNIA, SUTTER",1
2010,State,CALIFORNIA,TULARE,"CALIFORNIA, TULARE",7
2010,State,CALIFORNIA,VENTURA,"CALIFORNIA, VENTURA",18
2010,State,COLORADO,1ST JUDICIAL DISTRICT (JEFFERSON),"COLORADO, 1ST JUDICIAL DISTRICT (JEFFERSON)",19
2010,State,COLORADO,2ND JUDICIAL DISTRICT (DENVER),"COLORADO, 2ND JUDICIAL DISTRICT (DENVER)",2
2010,State,COLORADO,4TH JUDICIAL DISTRICT (EL PASO),"COLORADO, 4TH JUDICIAL DISTRICT (EL PASO)",33
2010,State,COLORADO,18TH JUDICIAL DISTRICT (ARAPAHOE),"COLORADO, 18TH JUDICIAL DISTRICT (ARAPAHOE)",1
2010,State,COLORADO,19TH JUDICIAL DISTRICT (WELD),"COLORADO, 19TH JUDICIAL DISTRICT (WELD)",5
2010,State,COLORADO,20TH JUDICIAL DISTRICT (BOULDER),"COLORADO, 20TH JUDICIAL DISTRICT (BOULDER)",9
2010,State,COLORADO,21ST JUDICIAL DISTRICT (MESA),"COLORADO, 21ST JUDICIAL DISTRICT (MESA)",13
2010,State,COLORADO,ADAMS,"COLORADO, ADAMS",3
2010,State,COLORADO,STATE ATTORNEY GENERAL,"COLORADO, STATE ATTORNEY GENERAL",17
2010,State,CONNECTICUT,HARTFORD,"CONNECTICUT, HARTFORD",7
2010,State,CONNECTICUT,STATE ATTORNEY GENERAL,"CONNECTICUT, STATE ATTORNEY GENERAL",2
2010,State,FLORIDA,4TH JUDICIAL DICRUIT (DUVAL),"FLORIDA, 4TH JUDICIAL DICRUIT (DUVAL)",37
2010,State,FLORIDA,5TH JUDICIAL CIRCUIT (LAKE/MARION),"FLORIDA, 5TH JUDICIAL CIRCUIT (LAKE/MARION)",10
2010,State,FLORIDA,9TH JUDICIAL CIRCUIT (ORANGE/OSCEOLA),"FLORIDA, 9TH JUDICIAL CIRCUIT (ORANGE/OSCEOLA)",1
2010,State,FLORIDA,18TH JUDICIAL CIRCUIT (BREVARD/SEMINOLE),"FLORIDA, 18TH JUDICIAL CIRCUIT (BREVARD/SEMINOLE)",33
2010,State,FLORIDA,19TH JUDICIAL CIRCUIT (SAINT LUCIE),"FLORIDA, 19TH JUDICIAL CIRCUIT (SAINT LUCIE)",34
2010,State,FLORIDA,STATE ATTORNEY GENERAL,"FLORIDA, STATE ATTORNEY GENERAL",28
2010,State,GEORGIA,CLAYTON,"GEORGIA, CLAYTON",20
2010,State,GEORGIA,GWINNETT,"GEORGIA, GWINNETT",13
2010,State,IDAHO,BONNER,"IDAHO, BONNER",1
2010,State,ILLINOIS,COOK,"ILLINOIS, COOK",23
2010,State,ILLINOIS,DUPAGE,"ILLINOIS, DUPAGE",5
2010,State,INDIANA,MARION,"INDIANA, MARION",1
2010,State,KANSAS,18TH JUDICIAL DISTRICT (SEDGWICK),"KANSAS, 18TH JUDICIAL DISTRICT (SEDGWICK)",1
2010,State,KANSAS,SHAWNEE,"KANSAS, SHAWNEE",7
2010,State,MARYLAND,BALTIMORE,"MARYLAND, BALTIMORE",31
2010,State,MARYLAND,BALTIMORE CITY,"MARYLAND, BALTIMORE CITY",22
2010,State,MARYLAND,FREDERICK,"MARYLAND, FREDERICK",2
2010,State,MARYLAND,HARFORD,"MARYLAND, HARFORD",27
2010,State,MARYLAND,WICOMICO,"MARYLAND, WICOMICO",2
2010,State,MASSACHUSETTS,BRISTOL,"MASSACHUSETTS, BRISTOL",1
2010,State,MASSACHUSETTS,CAPE & ISLANDS,"MASSACHUSETTS, CAPE & ISLANDS",3
2010,State,MASSACHUSETTS,HAMPTON,"MASSACHUSETTS, HAMPTON",2
2010,State,MISSISSIPPI,STATE ATTORNEY GENERAL,"MISSISSIPPI, STATE ATTORNEY GENERAL",8
2010,State,NEVADA,CLARK,"NEVADA, CLARK",42
2010,State,NEVADA,LYON,"NEVADA, LYON",1
2010,State,NEW JERSEY,ATLANTIC,"NEW JERSEY, ATLANTIC",2
2010,State,NEW JERSEY,BERGEN,"NEW JERSEY, BERGEN",12
2010,State,NEW JERSEY,BURLINGTON,"NEW JERSEY, BURLINGTON",1
2010,State,NEW JERSEY,CAPE MAY,"NEW JERSEY, CAPE MAY",4
2010,State,NEW JERSEY,CUMBERLAND,"NEW JERSEY, CUMBERLAND",13
2010,State,NEW JERSEY,ESSEX,"NEW JERSEY, ESSEX",16
2010,State,NEW JERSEY,GLOUCESTER,"NEW JERSEY, GLOUCESTER",13
2010,State,NEW JERSEY,MIDDLESEX,"NEW JERSEY, MIDDLESEX",1
2010,State,NEW JERSEY,MONMOUTH,"NEW JERSEY, MONMOUTH",5
2010,State,NEW JERSEY,MORRIS,"NEW JERSEY, MORRIS",28
2010,State,NEW JERSEY,OCEAN,"NEW JERSEY, OCEAN",15
2010,State,NEW JERSEY,SALEM,"NEW JERSEY, SALEM",11
2010,State,NEW JERSEY,SOMERSET,"NEW JERSEY, SOMERSET",16
2010,State,NEW JERSEY,STATE ATTORNEY GENERAL,"NEW JERSEY, STATE ATTORNEY GENERAL",67
2010,State,NEW JERSEY,UNION,"NEW JERSEY, UNION",11
2010,State,NEW YORK,MONROE,"NEW YORK, MONROE",20
2010,State,NEW YORK,NASSAU,"NEW YORK, NASSAU",3
2010,State,NEW YORK,NEW YORK,"NEW YORK, NEW YORK",3
2010,State,NEW YORK,NY ORGANIZED CRIME TASK FORCE,"NEW YORK, NY ORGANIZED CRIME TASK FORCE",16
2010,State,NEW YORK,NYC SPECIAL NARCOTICS BUREAU,"NEW YORK, NYC SPECIAL NARCOTICS BUREAU",90
2010,State,NEW YORK,ONONDAGA,"NEW YORK, ONONDAGA",1
2010,State,NEW YORK,QUEENS,"NEW YORK, QUEENS",261
2010,State,NEW YORK,RENSSELAER,"NEW YORK, RENSSELAER",1
2010,State,NEW YORK,RICHMOND,"NEW YORK, RICHMOND",7
2010,State,NEW YORK,ROCKLAND,"NEW YORK, ROCKLAND",8
2010,State,NEW YORK,SARATOGA,"NEW YORK, SARATOGA",1
2010,State,NEW YORK,SUFFOLK,"NEW YORK, SUFFOLK",57
2010,State,NEW YORK,WAYNE,"NEW YORK, WAYNE",11
2010,State,NEW YORK,WESTCHESTER,"NEW YORK, WESTCHESTER",1
2010,State,NORTH CAROLINA,WAKE,"NORTH CAROLINA, WAKE",1
2010,State,OHIO,HAMILTON,"OHIO, HAMILTON",4
2010,State,OKLAHOMA,STATE ATTORNEY GENERAL,"OKLAHOMA, STATE ATTORNEY GENERAL",14
2010,State,OREGON,LANE,"OREGON, LANE",1
2010,State,OREGON,STATE ATTORNEY GENERAL,"OREGON, STATE ATTORNEY GENERAL",28
2010,State,PENNSYLVANIA,BERKS,"PENNSYLVANIA, BERKS",3
2010,State,PENNSYLVANIA,CHESTER,"PENNSYLVANIA, CHESTER",5
2010,State,PENNSYLVANIA,CUMBERLAND,"PENNSYLVANIA, CUMBERLAND",1
2010,State,PENNSYLVANIA,LAWRENCE,"PENNSYLVANIA, LAWRENCE",1
2010,State,PENNSYLVANIA,MONTGOMERY,"PENNSYLVANIA, MONTGOMERY",18
2010,State,PENNSYLVANIA,STATE ATTORNEY GENERAL,"PENNSYLVANIA, STATE ATTORNEY GENERAL",21
2010,State,TENNESSEE,20TH JUDICIAL DISTRICT (DAVIDSON),"TENNESSEE, 20TH JUDICIAL DISTRICT (DAVIDSON)",33
2010,State,TENNESSEE,30TH JUDICIAL DISTRICT (SHELBY),"TENNESSEE, 30TH JUDICIAL DISTRICT (SHELBY)",2
2010,State,TEXAS,HARRIS,"TEXAS, HARRIS",2
2010,State,VIRGINIA,STATE ATTORNEY GENERAL,"VIRGINIA, STATE ATTORNEY GENERAL",2
2010,State,WYOMING,CAMPBELL,"WYOMING, CAMPBELL",4
2010,State,WYOMING,LARAMIE,"WYOMING, LARAMIE",1
2010,Federal,,"Alabama, Middle","Alabama, Middle",8
2010,Federal,,"Alabama, Northern","Alabama, Northern",10
2010,Federal,,Alaska,Alaska,5
2010,Federal,,Arizona,Arizona,91
2010,Federal,,"Arkansas, Eastern","Arkansas, Eastern",3
2010,Federal,,"California, Central","California, Central",61
2010,Federal,,"California, Eastern","California, Eastern",15
2010,Federal,,"California, Northern","California, Northern",5
2010,Federal,,"California, Southern","California, Southern",8
2010,Federal,,Colorado,Colorado,18
2010,Federal,,Connecticut,Connecticut,29
2010,Federal,,Delaware,Delaware,1
2010,Federal,,District of Columbia,District of Columbia,22
2010,Federal,,"Florida, Middle","Florida, Middle",21
2010,Federal,,"Florida, Northern","Florida, Northern",11
2010,Federal,,"Florida, Southern","Florida, Southern",39
2010,Federal,,"Georgia, Middle","Georgia, Middle",12
2010,Federal,,"Georgia, Northern","Georgia, Northern",65
2010,Federal,,"Georgia, Southern","Georgia, Southern",4
2010,Federal,,Hawaii,Hawaii,4
2010,Federal,,Idaho,Idaho,7
2010,Federal,,"Illinois, Central","Illinois, Central",2
2010,Federal,,"Illinois, Northern","Illinois, Northern",73
2010,Federal,,"Illinois, Southern","Illinois, Southern",17
2010,Federal,,"Indiana, Northern","Indiana, Northern",7
2010,Federal,,"Indiana, Southern","Indiana, Southern",11
2010,Federal,,"Iowa, Northern","Iowa, Northern",11
2010,Federal,,"Iowa, Southern","Iowa, Southern",7
2010,Federal,,Kansas,Kansas,25
2010,Federal,,"Kentucky, Eastern","Kentucky, Eastern",5
2010,Federal,,"Kentucky, Western","Kentucky, Western",7
2010,Federal,,"Louisiana, Eastern","Louisiana, Eastern",42
2010,Federal,,"Louisiana, Western","Louisiana, Western",2
2010,Federal,,Maine,Maine,6
2010,Federal,,Maryland,Maryland,11
2010,Federal,,Massachusetts,Massachusetts,13
2010,Federal,,"Michigan, Eastern","Michigan, Eastern",19
2010,Federal,,Minnesota,Minnesota,7
2010,Federal,,"Mississippi, Southern","Mississippi, Southern",4
2010,Federal,,"Missouri, Eastern","Missouri, Eastern",20
2010,Federal,,"Missouri, Western","Missouri, Western",26
2010,Federal,,Nevada,Nevada,11
2010,Federal,,New Jersey,New Jersey,7
2010,Federal,,New Mexico,New Mexico,10
2010,Federal,,"New York, Eastern","New York, Eastern",6
2010,Federal,,"New York, Northern","New York, Northern",12
2010,Federal,,"New York, Southern","New York, Southern",42
2010,Federal,,"New York, Western","New York, Western",15
2010,Federal,,"North Carolina, Eastern","North Carolina, Eastern",1
2010,Federal,,"North Carolina, Middle","North Carolina, Middle",9
2010,Federal,,"North Carolina, Western","North Carolina, Western",21
2010,Federal,,"Ohio, Northern","Ohio, Northern",6
2010,Federal,,"Ohio, Southern","Ohio, Southern",1
2010,Federal,,"Oklahoma, Northern","Oklahoma, Northern",1
2010,Federal,,Oregon,Oregon,2
2010,Federal,,"Pennsylvania, Eastern","Pennsylvania, Eastern",8
2010,Federal,,"Pennsylvania, Middle","Pennsylvania, Middle",4
2010,Federal,,"Pennsylvania, Western","Pennsylvania, Western",3
2010,Federal,,Puerto Rico,Puerto Rico,8
2010,Federal,,Rhode Island,Rhode Island,3
2010,Federal,,South Carolina,South Carolina,17
2010,Federal,,"Tennessee, Eastern","Tennessee, Eastern",7
2010,Federal,,"Tennessee, Middle","Tennessee, Middle",27
